,city,description,complexity,saccade_value,duration
402,Pisa,color,129,4.242394805905063e-05,393.57575757575756
403,Pisa,color,129,0.00010521632047350433,258.34653465346537
404,Pisa,color,129,3.2333673350318534e-05,474.3414634146341
405,Pisa,color,129,6.964251738451287e-05,325.14285714285717
406,Pisa,color,129,1.2270612791536037e-05,436.04545454545456
407,Pisa,color,129,4.72427346539875e-05,449.62068965517244
408,Pisa,color,129,0.00010472648890346007,282.19642857142856
409,Pisa,color,129,5.873759892328238e-05,299.4848484848485
410,Pisa,color,129,5.9469514910623846e-05,308.42512077294685
411,Pisa,color,129,1.554499195250265e-05,415.83076923076925
412,Pisa,color,129,8.257613585397075e-05,246.14285714285714
413,Pisa,color,129,1.3493686761920862e-05,416.3103448275862
414,Pisa,color,129,2.6595118637150632e-05,338.34285714285716
415,Pisa,color,129,5.177211566896593e-05,269.28125
416,Pisa,color,129,2.8448246412759923e-05,466.9074074074074
417,Pisa,color,129,4.790788785069978e-05,339.88732394366195
418,Pisa,color,129,1.9441265190937216e-05,497.58620689655174
419,Pisa,color,129,3.704969485893043e-05,352.07142857142856
420,Venedig,color,71,4.702589089893966e-05,336.4
421,Venedig,color,71,0.0001244268625564889,285.7352941176471
422,Venedig,color,71,0.00010490864714780943,274.0
423,Venedig,color,71,0.00012628581145853992,232.6315789473684
424,Venedig,color,71,7.72791446881227e-05,408.15384615384613
425,Venedig,color,71,0.00016206880404353606,271.65714285714284
426,Venedig,color,71,8.01502422669306e-05,406.40425531914894
427,Venedig,color,71,8.975833724684311e-05,450.1666666666667
428,Venedig,color,71,9.615555963762983e-05,296.95238095238096
429,Venedig,color,71,7.469919638380868e-05,314.7671232876712
430,Venedig,color,71,0.00011758973220596246,300.8347107438017
431,Venedig,color,71,4.822341002108905e-05,303.734693877551
432,Venedig,color,71,0.00017241246545761558,212.0854700854701
433,Venedig,color,71,3.700029083871705e-05,400.6575342465753
434,Venedig,color,71,0.00013664236767532795,426.2692307692308
435,Venedig,color,71,9.476743349953814e-05,285.5
436,Venedig,color,71,3.7528498430582815e-05,379.9074074074074
437,Venedig,color,71,5.945835285548235e-05,310.39285714285717
438,Venedig,color,71,4.9900376253544644e-05,440.89230769230767
439,Venedig,color,71,8.798995284652716e-05,324.77777777777777
440,Warschau,color,124,2.3709313687254018e-05,370.4583333333333
441,Warschau,color,124,2.4867564123866314e-05,338.96875
442,Warschau,color,124,9.708956316585766e-05,341.40625
443,Warschau,color,124,5.658517459892293e-05,329.18279569892474
444,Warschau,color,124,8.379136043694044e-05,348.72058823529414
445,Warschau,color,124,0.00013856628655237353,286.05464480874315
446,Warschau,color,124,5.999936168803918e-05,417.92857142857144
447,Warschau,color,124,7.105186989429651e-05,326.0833333333333
448,Warschau,color,124,0.00010172316378977653,326.81481481481484
449,Warschau,color,124,5.5573788669584824e-05,361.4074074074074
450,Warschau,color,124,0.00016125955355636857,303.1746031746032
451,Warschau,color,124,1.4964427421114924e-05,493.7
452,Warschau,color,124,0.00030931953151008644,272.1923076923077
453,Warschau,color,124,4.2116096164203467e-05,381.02702702702703
454,Warschau,color,124,2.6235160330325522e-05,482.77852348993287
455,Warschau,color,124,8.641528444001128e-05,257.67857142857144
456,Warschau,color,124,3.245539982513658e-05,292.36
457,Warschau,color,124,6.485876705001718e-05,363.5813953488372
458,Warschau,color,124,3.7225135864876306e-05,538.8333333333334
459,Warschau,color,124,5.3415989291510334e-05,417.04545454545456
460,Zürich,color,158,4.734623602690509e-05,411.4166666666667
461,Zürich,color,158,4.681531218429738e-05,375.9672131147541
462,Zürich,color,158,5.048211642068153e-05,418.22857142857146
